HS 2012 Product Code,HS 2012 Product Description,HS 1996 Product Code,HS 1996 Product Description
420329,Other,420329,"Gloves, mittens and mitts :-- Other"
420330,Belts and bandoliers,420330,Belts and bandoliers
420340,Other clothing accessories,420340,Other clothing accessories
420500,Other articles of leather or of composition leather.,420500,Other articles of leather or of composition leather.
420600,"Articles of gut (other than silk-worm gut), of goldbeater's skin, of bladders or of tendons.",420690,Other
430110,"Of mink, whole, with or without head, tail or paws",430110,"Of mink, whole, with or without head, tail or paws"
430130,"Of lamb, the following : Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws",430130,"Of lamb, the following : Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws"
430160,"Of fox, whole, with or without head, tail or paws",430160,"Of fox, whole, with or without head, tail or paws"
430180,"Other furskins, whole, with or without head, tail or paws",430180,"Other furskins, whole, with or without head, tail or paws"
430190,"Heads, tails, paws and other pieces or cuttings, suitable for furriers' use",430190,"Heads, tails, paws and other pieces or cuttings, suitable for furriers' use"
430211,Of mink,430211,"Whole skins, with or without head, tail or paws, not assembled :-- Of mink"
430219,Other,430219,"Whole skins, with or without head, tail or paws, not assembled :-- Other"
430220,"Heads, tails, paws and other pieces or cuttings, not assembled",430220,"Heads, tails, paws and other pieces or cuttings, not assembled"
430230,"Whole skins and pieces or cuttings thereof, assembled",430230,"Whole skins and pieces or cuttings thereof, assembled"
430310,Articles of apparel and clothing accessories,430310,Articles of apparel and clothing accessories
430390,Other,430390,Other
430400,Artificial fur and articles thereof.,430400,Artificial fur and articles thereof.
440110,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms",440110,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms"
440121,Coniferous,440121,Wood in chips or particles :-- Coniferous
440122,Non-coniferous,440122,Wood in chips or particles :-- Non-coniferous
440131,Wood pellets,440130,"Sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms"
440139,Other,440130,"Sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms"
440210,Of bamboo,440200,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated."
440290,Other,440200,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated."
440310,"Treated with paint, stains, creosote or other preservatives",440310,"Treated with paint, stains, creosote or other preservatives"
440320,"Other, coniferous",440320,"Other, coniferous"
440341,"Dark Red Meranti, Light Red Meranti and Meranti Bakau",440341,"Other, of tropical wood specified in Subheading Note 1 to this Chapter :-- Dark Red Meranti, Light Red Meranti and Meranti Bakau"
440349,Other,440349,"Other, of tropical wood specified in Subheading Note 1 to this Chapter :-- Other"
440391,Of oak (Quercus spp.),440391,Other :-- Of oak (Quercus spp.)
440392,Of beech (Fagus spp.),440392,Other :-- Of beech (Fagus spp.)
440399,Other,440399,Other
440410,Coniferous,440410,Coniferous
440420,Non-coniferous,440420,Non-coniferous
440500,Wood wool; wood flour.,440500,Wood wool; wood flour.
440610,Not impregnated,440610,Not impregnated
440690,Other,440690,Other
440710,Coniferous,440710,Coniferous
440721,Mahogany (Swietenia spp.),440724,"Of tropical wood specified in Subheading Note 1 to this Chapter :-- Virola, Mahogany (Swietenia spp.), Imbuia and Balsa"
440722,"Virola, Imbuia and Balsa",440724,"Of tropical wood specified in Subheading Note 1 to this Chapter :-- Virola, Mahogany (Swietenia spp.), Imbuia and Balsa"
440725,"Dark Red Meranti, Light Red Meranti and Meranti Bakau",440725,"Of tropical wood specified in Subheading Note 1 to this Chapter :-- Dark Red Meranti, Light Red Meranti and Meranti Bakau"
440726,"White Lauan, White Meranti, White Seraya, Yellow Meranti and Alan",440726,"Of tropical wood specified in Subheading Note 1 to this Chapter :-- White Lauan, White Meranti, White Seraya, Yellow Meranti and Alan"
440727,Sapelli,440729,Of tropical wood specified in Subheading Note 1 to this Chapter :-- Other
440728,Iroko,440729,Of tropical wood specified in Subheading Note 1 to this Chapter :-- Other
440729,Other,440729,Of tropical wood specified in Subheading Note 1 to this Chapter :-- Other
440791,Of oak (Quercus spp.),440791,Other :-- Of oak (Quercus spp.)
440792,Of beech (Fagus spp.),440792,Other :-- Of beech (Fagus spp.)
440793,Of maple (Acer spp.),440799,Other
440794,Of cherry (Prunus spp.),440799,Other
440795,Of ash (Fraxinus spp.),440799,Other
440799,Other,440799,Other
440810,Coniferous,440810,Coniferous
440831,"Dark Red Meranti, Light Red Meranti and Meranti Bakau",440831,"Of tropical wood specified in Subheading Note 1 to this Chapter :-- Dark Red Meranti, Light Red Meranti and Meranti Bakau"
440839,Other,440839,Of tropical wood specified in Subheading Note 1 to this Chapter :-- Other
440890,Other,440890,Other
440910,Coniferous,440910,Coniferous
440921,Of bamboo,440920,Non-coniferous
440929,Other,440920,Non-coniferous
441011,Particle board,441019,Of wood :-- Other
441012,Oriented strand board (OSB),441011,"Of wood :-- Waferboard, including oriented strand board"
441019,Other,441019,Of wood :-- Other
441090,Other,441090,Of other ligneous materials
441112,Of a thickness not exceeding 5 mm,441129,Fibreboard of a density exceeding 0.5 g/cm3 but not exceeding 0.8 g/cm3 :-- Other
441113,Of a thickness exceeding 5 mm but not exceeding 9 mm,441129,Fibreboard of a density exceeding 0.5 g/cm3 but not exceeding 0.8 g/cm3 :-- Other
441114,Of a thickness exceeding 9 mm,441129,Fibreboard of a density exceeding 0.5 g/cm3 but not exceeding 0.8 g/cm3 :-- Other
441192,Of a density exceeding 0.8 g/cm³,441119,Fibreboard of a density exceeding 0.8 g/cm3 :-- Other
441193,Of a density exceeding 0.5 g/cm³ but not exceeding 0.8 g/cm³,441129,Fibreboard of a density exceeding 0.5 g/cm3 but not exceeding 0.8 g/cm3 :-- Other
441194,Of a density not exceeding 0.5 g/cm³,441199,Other
441210,Of bamboo,441299,Other
441231,With at least one outer ply of tropical wood specified in Subheading Note 2 to this Chapter,441213,"Plywood consisting solely of sheets of wood, each ply not exceeding 6 mm thickness :-- With at least one outer ply of tropical wood specified in Subheading Note 1 to this Chapter"
441232,"Other, with at least one outer ply of non-coniferous wood",441214,"Plywood consisting solely of sheets of wood, each ply not exceeding 6 mm thickness :-- Other, with at least one outer ply of non-coniferous wood"
441239,Other,441219,"Plywood consisting solely of sheets of wood, each ply not exceeding 6 mm thickness :-- Other"
441294,"Blockboard, laminboard and battenboard",441299,Other
441299,Other,441299,Other
441300,"Densified wood, in blocks, plates, strips or profile shapes.",441300,"Densified wood, in blocks, plates, strips or profile shapes."
441400,"Wooden frames for paintings, photographs, mirrors or similar objects.",441400,"Wooden frames for paintings, photographs, mirrors or similar objects."
441510,"Cases, boxes, crates, drums and similar packings; cable-drums",441510,"Cases, boxes, crates, drums and similar packings; cable-drums"
441520,"Pallets, box pallets and other load boards; pallet collars",441520,"Pallets, box pallets and other load boards; pallet collars"
441600,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves.",441600,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves."
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood.",441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood."
441810,"Windows, French-windows and their frames",441810,"Windows, French-windows and their frames"
441820,Doors and their frames and thresholds,441820,Doors and their frames and thresholds
441840,Shuttering for concrete constructional work,441840,Shuttering for concrete constructional work
441850,Shingles and shakes,441850,Shingles and shakes
441860,Posts and beams,441890,Other
441871,For mosaic floors,441830,Parquet panels
441872,"Other, multilayer",441830,Parquet panels
441879,Other,441830,Parquet panels
441890,Other,441890,Other
441900,"Tableware and kitchenware, of wood.",441900,"Tableware and kitchenware, of wood."
442010,"Statuettes and other ornaments, of wood",442010,"Statuettes and other ornaments, of wood"
442090,Other,442090,Other
442110,Clothes hangers,442110,Clothes hangers
442190,Other,442190,Other
450110,"Natural cork, raw or simply prepared",450110,"Natural cork, raw or simply prepared"
450190,Other,450190,Other
450200,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip (including sharp-edged blanks for corks or stoppers).",450200,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)."
450310,Corks and stoppers,450310,Corks and stoppers
450390,Other,450390,Other
450410,"Blocks, plates, sheets and strip; tiles of any shape; solid cylinders, including discs",450410,"Blocks, plates, sheets and strip; tiles of any shape; solid cylinders, including discs"
450490,Other,450490,Other
460121,Of bamboo,460120,"Mats, matting and screens of vegetable materials"
460122,Of rattan,460120,"Mats, matting and screens of vegetable materials"
460129,Other,460120,"Mats, matting and screens of vegetable materials"
460192,Of bamboo,460191,Other :-- Of vegetable materials
460193,Of rattan,460191,Other :-- Of vegetable materials
460194,Of other vegetable materials,460191,Other :-- Of vegetable materials
460199,Other,460199,Other
460211,Of bamboo,460210,Of vegetable materials
460212,Of rattan,460210,Of vegetable materials
460219,Other,460210,Of vegetable materials
460290,Other,460290,Other
470100,Mechanical wood pulp.,470100,Mechanical wood pulp.
470200,"Chemical wood pulp, dissolving grades.",470200,"Chemical wood pulp, dissolving grades."
470311,Coniferous,470311,Unbleached :-- Coniferous
470319,Non-coniferous,470319,Unbleached :-- Non-coniferous
470321,Coniferous,470321,Semi-bleached or bleached :-- Coniferous
470329,Non-coniferous,470329,Semi-bleached or bleached :-- Non-coniferous
470411,Coniferous,470411,Unbleached :-- Coniferous
470419,Non-coniferous,470419,Unbleached :-- Non-coniferous
470421,Coniferous,470421,Semi-bleached or bleached :-- Coniferous
470429,Non-coniferous,470429,Semi-bleached or bleached :-- Non-coniferous
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes.,470500,Semi-chemical wood pulp.
470610,Cotton linters pulp,470610,Cotton linters pulp
470620,Pulps of fibres derived from recovered (waste and scrap) paper or paperboard,470620,Pulps of fibres derived from recovered (waste and scrap) paper or paperboard
470630,"Other, of bamboo",470692,Other :-- Chemical
470691,Mechanical,470691,Other :-- Mechanical
470692,Chemical,470692,Other :-- Chemical
470693,Obtained by a combination of mechanical and chemical processes,470693,Other :-- Semi-chemical
470710,Unbleached kraft paper or paperboard or corrugated paper or paperboard,470710,Unbleached kraft paper or paperboard or corrugated paper or paperboard
470720,"Other paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass",470720,"Other paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass"
470730,"Paper or paperboard made mainly of mechanical pulp (for example, newspapers, journals and similar printed matter)",470730,"Paper or paperboard made mainly of mechanical pulp (for example, newspapers, journals and similar printed matter)"
470790,"Other, including unsorted waste and scrap",470790,"Other, including unsorted waste and scrap"
480100,"Newsprint, in rolls or sheets.",480100,"Newsprint, in rolls or sheets."
480210,Hand-made paper and paperboard,480210,Hand-made paper and paperboard
480220,"Paper and paperboard of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper or paperboard",480220,"Paper and paperboard of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper or paperboard"
480240,Wallpaper base,480240,Wallpaper base
480254,Weighing less than 40 g/m²,480251,"Other paper and paperboard, not containing fibres obtained by a mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres :-- Weighing less than 40 g/m2"
480255,"Weighing 40 g/m² or more but not more than 150 g/m², in rolls",480252,"Other paper and paperboard, not containing fibres obtained by a mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres :-- Weighing 40 g/m2 or more but not more"
480256,"Weighing 40 g/m² or more but not more than 150 g/m², in sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state",480252,"Other paper and paperboard, not containing fibres obtained by a mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres :-- Weighing 40 g/m2 or more but not more"
480257,"Other, weighing 40 g/m² or more but not more than 150 g/m²",480252,"Other paper and paperboard, not containing fibres obtained by a mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres :-- Weighing 40 g/m2 or more but not more"
480258,Weighing more than 150 g/m²,480253,"Other paper and paperboard, not containing fibres obtained by a mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres :-- Weighing more than 150 g/m2"
480261,In rolls,480260,"Other paper and paperboard, of which more than 10 % by weight of the total fibre content consists of fibres obtained by a mechanical process"
480262,In sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state,480260,"Other paper and paperboard, of which more than 10 % by weight of the total fibre content consists of fibres obtained by a mechanical process"
480269,Other,480260,"Other paper and paperboard, of which more than 10 % by weight of the total fibre content consists of fibres obtained by a mechanical process"
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes, cellulose wadding and webs of cellulose fibres, whether or not creped, crinkled, embossed, perforated, surface-coloured, surface- dec",480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or saniary purposes, cellulose wadding and webs of cellulose fibres, whether or not creped, crinkled, embossed, perforated, surface-co"
480411,Unbleached,480411,Kraftliner :-- Unbleached
480419,Other,480419,Kraftliner :-- Other
480421,Unbleached,480421,Sack kraft paper :-- Unbleached
480429,Other,480429,Sack kraft paper :-- Other
480431,Unbleached,480431,Other kraft paper and paperboard weighing 150 g/m2 or less :-- Unbleached
480439,Other,480439,Other kraft paper and paperboard weighing 150 g/m2 or less :-- Other
480441,Unbleached,480441,Other kraft paper and paperboard weighing more than 150 g/m2 but less than 225 g/m2 :-- Unbleached
480442,Bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood fibres obtained by a chemical process,480442,Other kraft paper and paperboard weighing more than 150 g/m2 but less than 225 g/m2 :-- Bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood fibres
480449,Other,480449,Other kraft paper and paperboard weighing more than 150 g/m2 but less than 225 g/m2 :-- Other
480451,Unbleached,480451,Other kraft paper and paperboard weighing 225 g/m2 or more :-- Unbleached
480452,Bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood obtained by a chemical process,480452,Other kraft paper and paperboard weighing 225 g/m2 or more :-- Bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood obtained by a chemical process
480459,Other,480459,Other kraft paper and paperboard weighing 225 g/m2 or more :-- Other
480511,Semi-chemical fluting paper,480510,Semi-chemical fluting paper (corrugating medium)
480512,Straw fluting paper,480529,Multi-ply paper and paperboard :-- Other
480519,Other,480529,Multi-ply paper and paperboard :-- Other
480524,Weighing 150 g/m² or less,480560,"Other paper and paperboard, weighing 150 g/m2 or less"
480525,Weighing more than 150 g/m²,480570,"Other paper and paperboard, weighing more than 150 g/m2 but less than 225 g/m2"
480530,Sulphite wrapping paper,480530,Sulphite wrapping paper
480540,Filter paper and paperboard,480540,Filter paper and paperboard
480550,Felt paper and paperboard,480550,Felt paper and paperboard
480591,Weighing 150 g/m² or less,480560,"Other paper and paperboard, weighing 150 g/m2 or less"
480592,Weighing more than 150 g/m² but less than 225 g/m²,480570,"Other paper and paperboard, weighing more than 150 g/m2 but less than 225 g/m2"
480593,Weighing 225 g/m² or more,480580,"Other paper and paperboard, weighing 225 g/m2 or more"
480610,Vegetable parchment,480610,Vegetable parchment
480620,Greaseproof papers,480620,Greaseproof papers
480630,Tracing papers,480630,Tracing papers
480640,Glassine and other glazed transparent or translucent papers,480640,Glassine and other glazed transparent or translucent papers
480700,"Composite paper and paperboard (made by sticking flat layers of paper or paperboard together with an adhesive), not surface- coated or impregnated, whether or not internally reinforced, in rolls or sheets.",480790,Other
480810,"Corrugated paper and paperboard, whether or not perforated",480810,"Corrugated paper and paperboard, whether or not perforated"
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated",480830,"Other kraft paper, creped or crinkled, whether or not embossed or perforated"
480890,Other,480890,Other
480920,Self-copy paper,480920,Self-copy paper
480990,Other,480990,Other
481013,In rolls,481011,"Paper and paperboard of a kind used for writing, printing or other graphic purposes, not containing fibres obtained by a mechanical process or of which not more than 10% by weight of the total fibre..:--Weighing not more than 150g/m2"
481014,In sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state,481011,"Paper and paperboard of a kind used for writing, printing or other graphic purposes, not containing fibres obtained by a mechanical process or of which not more than 10% by weight of the total fibre..:--Weighing not more than 150g/m2"
481019,Other,481011,"Paper and paperboard of a kind used for writing, printing or other graphic purposes, not containing fibres obtained by a mechanical process or of which not more than 10% by weight of the total fibre..:--Weighing not more than 150g/m2"
481022,Light-weight coated paper,481021,"Paper and paperboard of a kind used for writing, printing or other graphic purposes, of which more than 10% by weight of the total fibre content consists of fibres obtained by a mechanical process:--Light-weight coated paper"
481029,Other,481029,"Paper and paperboard of a kind used for writing, printing or other graphic purposes, of which more than 10% by weight of the total fibre content consists of fibres obtained by a mechanical process :-- Other"
481031,"Bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing 150 g/m² or less",481031,"Kraft paper and paperboard...:-- Bleached uniformly throughout the mass and of which more than 95% by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing 150 g/m2 or less"
481032,"Bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing more than 150 g/m²",481032,"Kraft paper and paperboard...:-- Bleached uniformly throughout the mass and of which more than 95% by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing 150 g/m2"
481039,Other,481039,"Kraft paper and paperboard, other than that of a kind used for writing, printing or other graphic purposes :-- Other"
481092,Multi-ply,481091,Other paper and paperboard :-- Multi-ply
481099,Other,481099,Other paper and paperboard :-- Other
481110,"Tarred, bituminised or asphalted paper and paperboard",481110,"Tarred, bituminised or asphalted paper and paperboard"
481141,Self-adhesive,482311,"Gummed or adhesive paper, in strips or rolls :-- Self-adhesive"
481149,Other,482319,"Gummed or adhesive paper, in strips or rolls :-- Other"
481151,"Bleached, weighing more than 150 g/m²",481131,"Paper and paperboard coated, impregnated or covered with plastics (excluding adhesives) :-- Bleached, weighing more than 150 g/m2"
481159,Other,481139,"Paper and paperboard coated, impregnated or covered with plastics (excluding adhesives) :-- Other"
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or glycerol",481140,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or glycerol"
481190,"Other paper, paperboard, cellulose wadding and webs of cellulose fibres",481190,"Other paper, paperboard, cellulose wadding and webs of cellulose fibres"
481200,"Filter blocks, slabs and plates, of paper pulp.",481200,"Filter blocks, slabs and plates, of paper pulp."
481310,In the form of booklets or tubes,481310,In the form of booklets or tubes
481320,In rolls of a width not exceeding 5 cm,481320,In rolls of a width not exceeding 5 cm
481390,Other,481390,Other
481420,"Wallpaper and similar wall coverings, consisting of paper coated or covered, on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics",481420,"Wallpaper and similar wall coverings, consisting of paper coated or covered, on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics"
481490,Other,481490,Other
481620,Self-copy paper,481620,Self-copy paper
481690,Other,481690,Other
481710,Envelopes,481710,Envelopes
481720,"Letter cards, plain postcards and correspondence cards",481720,"Letter cards, plain postcards and correspondence cards"
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery",481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery"
481810,Toilet paper,481810,Toilet paper
481820,"Handkerchiefs, cleansing or facial tissues and towels",481820,"Handkerchiefs, cleansing or facial tissues and towels"
481830,Tablecloths and serviettes,481830,Tablecloths and serviettes
481850,Articles of apparel and clothing accessories,481850,Articles of apparel and clothing accessories
481890,Other,481890,Other
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",481910,"Cartons, boxes and cases, of corrugated paper or paperboard"
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard"
481930,"Sacks and bags, having a base of a width of 40 cm or more",481930,"Sacks and bags, having a base of a width of 40 cm or more"
481940,"Other sacks and bags, including cones",481940,"Other sacks and bags, including cones"
481950,"Other packing containers, including record sleeves",481950,"Other packing containers, including record sleeves"
481960,"Box files, letter trays, storage boxes and similar articles, of a kind used in offices, shops or the like",481960,"Box files, letter trays, storage boxes and similar articles, of a kind used in offices, shops or the like"
482010,"Registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles",482010,"Registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles"
482020,Exercise books,482020,Exercise books
482030,"Binders (other than book covers), folders and file covers",482030,"Binders (other than book covers), folders and file covers"
482040,Manifold business forms and interleaved carbon sets,482040,Manifold business forms and interleaved carbon sets
482050,Albums for samples or for collections,482050,Albums for samples or for collections
482090,Other,482090,Other
482110,Printed,482110,Printed
482190,Other,482190,Other
482210,Of a kind used for winding textile yarn,482210,Of a kind used for winding textile yarn
482290,Other,482290,Other
482320,Filter paper and paperboard,482320,Filter paper and paperboard
482340,"Rolls, sheets and dials, printed for self-recording apparatus",482340,"Rolls, sheets and dials, printed for self-recording apparatus"
482361,Of bamboo,482360,"Trays, dishes, plates, cups and the like, of paper or paperboard"
482369,Other,482360,"Trays, dishes, plates, cups and the like, of paper or paperboard"
482370,Moulded or pressed articles of paper pulp,482370,Moulded or pressed articles of paper pulp
482390,Other,482390,Other
490110,"In single sheets, whether or not folded",490110,"In single sheets, whether or not folded"
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",490191,"Other :-- Dictionaries and encyclopaedias, and serial instalments thereof"
490199,Other,490199,Other
490210,Appearing at least four times a week,490210,Appearing at least four times a week
490290,Other,490290,Other
490300,"Children's picture, drawing or colouring books.",490300,"Children's picture, drawing or colouring books."
490400,"Music, printed or in manuscript, whether or not bound or illustrated.",490400,"Music, printed or in manuscript, whether or not bound or illustrated."
490510,Globes,490510,Globes
490591,In book form,490591,Other :-- In book form
490599,Other,490599,Other
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; hand-written texts; photographic reproductions on sensitised paper and carbon copies of the foregoing.",490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; hand-written texts; photographic reproductions on sensitised paper and carbon"
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; banknotes; cheque forms; stock, share or bond certificates and similar documents of title.",490700,"Unused postage, revenue or similar stamps of current or new issue in the country to which they are destined; stamp-impressed paper; banknotes; cheque forms; stock, share or bond certificates and similar documents of ti"
490810,"Transfers (decalcomanias), vitrifiable",490810,"Transfers (decalcomanias), vitrifiable"
490890,Other,490890,Other
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings.",490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings."
491000,"Calendars of any kind, printed, including calendar blocks.",491000,"Calendars of any kind, printed, including calendar blocks."
491110,"Trade advertising material, commercial catalogues and the like",491110,"Trade advertising material, commercial catalogues and the like"
491191,"Pictures, designs and photographs",491191,"Other :-- Pictures, designs and photographs"
491199,Other,491199,Other
500100,Silk-worm cocoons suitable for reeling.,500100,Silk-worm cocoons suitable for reeling.
500200,Raw silk (not thrown).,500200,Raw silk (not thrown).
500300,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock).",500390,Other
500400,Silk yarn (other than yarn spun from silk waste) not put up for retail sale.,500400,Silk yarn (other than yarn spun from silk waste) not put up for retail sale.
500500,"Yarn spun from silk waste, not put up for retail sale.",500500,"Yarn spun from silk waste, not put up for retail sale."
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silk-worm gut.",500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silk-worm gut."
500710,Fabrics of noil silk,500710,Fabrics of noil silk
500720,"Other fabrics, containing 85 % or more by weight of silk or of silk waste other than noil silk",500720,"Other fabrics, containing 85 % or more by weight of silk or of silk waste other than noil silk"
500790,Other fabrics,500790,Other fabrics
510111,Shorn wool,510111,"Greasy, including fleece-washed wool :-- Shorn wool"
510119,Other,510119,"Greasy, including fleece-washed wool :-- Other"
510121,Shorn wool,510121,"Degreased, not carbonised :-- Shorn wool"
510129,Other,510129,"Degreased, not carbonised :-- Other"
510130,Carbonised,510130,Carbonised
510211,Of Kashmir (cashmere) goats,510210,Fine animal hair
510219,Other,510210,Fine animal hair
510220,Coarse animal hair,510220,Coarse animal hair
510310,Noils of wool or of fine animal hair,510310,Noils of wool or of fine animal hair
510320,Other waste of wool or of fine animal hair,510320,Other waste of wool or of fine animal hair
510330,Waste of coarse animal hair,510330,Waste of coarse animal hair
510400,Garnetted stock of wool or of fine or coarse animal hair.,510400,Garnetted stock of wool or of fine or coarse animal hair.
510510,Carded wool,510510,Carded wool
510521,Combed wool in fragments,510521,Wool tops and other combed wool :-- Combed wool in fragments
510529,Other,510529,Wool tops and other combed wool :-- Other
510531,Of Kashmir (cashmere) goats,510530,"Fine animal hair, carded or combed"
510539,Other,510530,"Fine animal hair, carded or combed"
510540,"Coarse animal hair, carded or combed",510540,"Coarse animal hair, carded or combed"
510610,Containing 85 % or more by weight of wool,510610,Containing 85 % or more by weight of wool
510620,Containing less than 85 % by weight of wool,510620,Containing less than 85 % by weight of wool
510710,Containing 85 % or more by weight of wool,510710,Containing 85 % or more by weight of wool
510720,Containing less than 85 % by weight of wool,510720,Containing less than 85 % by weight of wool
510810,Carded,510810,Carded
510820,Combed,510820,Combed
510910,Containing 85 % or more by weight of wool or of fine animal hair,510910,Containing 85 % or more by weight of wool or of fine animal hair
510990,Other,510990,Other
511000,"Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale.",511000,"Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale."
511111,Of a weight not exceeding 300 g/m²,511111,Containing 85 % or more by weight of wool or of fine animal hair :-- Of a weight not exceeding 300 g/m2
511119,Other,511119,Containing 85 % or more by weight of wool or of fine animal hair :-- Other
511120,"Other, mixed mainly or solely with man-made filaments",511120,"Other, mixed mainly or solely with man-made filaments"
511130,"Other, mixed mainly or solely with man-made staple fibres",511130,"Other, mixed mainly or solely with man-made staple fibres"
511190,Other,511190,Other
511211,Of a weight not exceeding 200 g/m²,511211,Containing 85 % or more by weight of wool or of fine animal hair :-- Of a weight not exceeding 200 g/m2
511219,Other,511219,Containing 85 % or more by weight of wool or of fine animal hair :-- Other
511220,"Other, mixed mainly or solely with man-made filaments",511220,"Other, mixed mainly or solely with man-made filaments"
511230,"Other, mixed mainly or solely with man-made staple fibres",511230,"Other, mixed mainly or solely with man-made staple fibres"
511290,Other,511290,Other
511300,Woven fabrics of coarse animal hair or of horsehair.,511300,Woven fabrics of coarse animal hair or of horsehair.
520100,"Cotton, not carded or combed.",520100,"Cotton, not carded or combed."
520210,Yarn waste (including thread waste),520210,Yarn waste (including thread waste)
520291,Garnetted stock,520291,Other :-- Garnetted stock
520299,Other,520299,Other
520300,"Cotton, carded or combed.",520300,"Cotton, carded or combed."
520411,Containing 85 % or more by weight of cotton,520411,Not put up for retail sale :-- Containing 85 % or more by weight of cotton
520419,Other,520419,Not put up for retail sale :-- Other
520420,Put up for retail sale,520420,Put up for retail sale
520511,Measuring 714.29 decitex or more (not exceeding 14 metric number),520511,"Single yarn, of uncombed fibres :-- Measuring 714.29 decitex or more (not exceeding 14 metric number)"
